,advertisement,afro,ambulance,arm,atv,baby,baby carriage,back,backpack,bag,ball,baseball bat,baseball glove,baseball hat,belly,belt,bicycle,bicycle helmet,bike lane,biker,bikini top,billboard,bin,black,blanket,blue,board,boot,bottle,bouquet,bowling ball,box,boy,briefcase,broom,brown,building,bulletin board,bus,bus stop,business suit,businessman,camper,cane,car,car seat,cardboard,cardboard box,carry,cart,catch,chair,chase,check,chess,chessboard,child,city,city bus,city street,clean,cloth,coat,cone,construction worker,container,couple,crack,crate,cross,crosswalk,crowded,crutch,curb,curve,cycle,dart,daughter,decker bus,denim jacket,direct,dog,doll,dolly,domino,doodle,drag,drain,dress,dress shirt,drive,earphone,emergency vehicle,finish line,fire truck,flag,floor,flower,food truck,forklift,garbage truck,gasmask,girl,goal,gray,green,grocery bag,guard,hair,hand,hat,head,heel,helmet,hip,hose,ice cream cone,image,intersection,jacket,jeans,jeep,jog,jump rope,jumpsuit,karting,khaki,leak,leash,legging,leotard,license plate,limo,load,lollipop,longboard,luggage,man,manhole,manhole cover,marathon,mask,megaphone,miniature,miniskirt,minivan,mobility scooter,monocycle,moped,mother,motorbike,motorcycle,motorcyclist,mower,music,nun,office building,officer,out,overall,package,panel,pant,paper bag,paper towel,park,parking meter,pavement,peak,pedestrian,person,pet,phone,photo,pick up,picture,pigeon,pink,plaid,plastic,play,plectrum,pocket,pole,police,police car,police van,polo shirt,ponytail,poster,protest,protester,puddle,pull,purple,push,qr code,recreational vehicle,red,ride,road,robe,rocket,roller skate,rope,run,runner,sandal,satchel,school,school bus,school uniform,scooter,sea,sedan,segway,selfie,shadow,shirt,shirtless,shoe,shopping bag,shopping cart,short,shoulder bag,shovel,sign,silver,sing,sit,skate,skateboard,skateboarder,skater,sky,sleepwear,smartphone,soda,sports car,spray,sprinkler,stand,stool,stop light,stop sign,street corner,street sign,stretch,stroll,student,suit,sun hat,surfboard,suv,swab,sweatshirt,swimwear,t shirt,take,talk,tan,taxi,teething ring,tennis racket,tie,tight,toilet paper,tote bag,tour bus,tow truck,toy,toy car,traffic cone,traffic light,traffic sign,trailer truck,travel,tree,trick,tricycle,trolley,truck,turquoise,umbrella,underclothes,uniform,urban,vacuum,van,vehicle,vespa,vest,walk,wash,water,wear,wetsuit,wheelchair,wheelie,white,wig,woman,writing,yellow,zebra crossing
advertisement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
afro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0
ambulance,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.00017661603673613564,0.0,0.00282585658777817,0.0,0.0005298481102084069,0.0,0.00017661603673613564,0.0,0.0,0.0,0.007771105616389968,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.00035323207347227127,0.008124337689862239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003885552808194984,0.006358177322500883,0.0,0.0,0.003885552808194984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006181561285764747,0.0,0.00035323207347227127,0.0,0.0005298481102084069,0.0,0.0,0.0,0.0007064641469445425,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0005298481102084069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00688802543270929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008830801836806782,0.0,0.0,0.0,0.0,0.0,0.002472624514305899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001412928293889085,0.0,0.005475097138820205,0.0,0.00017661603673613564,0.0040621688449311195,0.0,0.0,0.0,0.0005298481102084069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.00017661603673613564,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.00035323207347227127,0.008124337689862239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.00035323207347227127,0.0,0.0,0.0,0.007241257506181561,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0017661603673613563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0037089367714588485,0.0012363122571529496,0.0,0.0,0.0035323207347227126,0.0,0.0,0.0,0.0,0.0,0.0,0.004415400918403391,0.0,0.0008830801836806782,0.0,0.00017661603673613564,0.00017661603673613564
arm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.00035323207347227127,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0
atv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.00017661603673613564,0.0,0.00017661603673613564,0.00017661603673613564,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
baby,0.0,0.0,0.0,0.0,0.0,0.0,0.0042387848816672555,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0022960084775697632,0.0008830801836806782,0.0,0.0,0.0,0.0008830801836806782,0.0,0.0,0.0,0.0,0.0,0.0,0.002472624514305899,0.0,0.00017661603673613564,0.0012363122571529496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040621688449311195,0.003002472624514306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005298481102084069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00282585658777817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008830801836806782,0.0,0.0,0.0005298481102084069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042387848816672555,0.0,0.0022960084775697632,0.0040621688449311195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042387848816672555,0.0,0.0,0.00017661603673613564,0.00017661603673613564,0.0042387848816672555,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0012363122571529496,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0005298481102084069,0.00017661603673613564,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017661603673613563,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.00017661603673613564,0.0005298481102084069,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042387848816672555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040621688449311195,0.0,0.0,0.00017661603673613564
baby carriage,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0042387848816672555,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0005298481102084069,0.0,0.0,0.00035323207347227127,0.00017661603673613564,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0008830801836806782,0.0,0.0010596962204168139,0.0,0.0,0.0,0.0005298481102084069,0.0,0.0,0.0,0.0,0.0008830801836806782,0.010596962204168139,0.0010596962204168139,0.0,0.0,0.00017661603673613564,0.0035323207347227126,0.0,0.0,0.0,0.0,0.0,0.0,0.00565171317555634,0.0007064641469445425,0.0005298481102084069,0.013069586718474038,0.0007064641469445425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016955139526669022,0.0153655951960438,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005298481102084069,0.0,0.0,0.0008830801836806782,0.0,0.0007064641469445425,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.001412928293889085,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007771105616389968,0.0,0.0,0.0,0.0005298481102084069,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011656658424584953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015895443306252208,0.0,0.0008830801836806782,0.0007064641469445425,0.001412928293889085,0.0022960084775697632,0.0008830801836806782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.012716354645001766,0.0,0.009890498057223597,0.017131755563405158,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.014482515012363122,0.0,0.0,0.00035323207347227127,0.003885552808194984,0.01748498763687743,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.006534793359237019,0.0,0.00017661603673613564,0.00017661603673613564,0.0,0.0,0.0005298481102084069,0.00017661603673613564,0.0,0.0015895443306252208,0.0010596962204168139,0.0,0.00017661603673613564,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0005298481102084069,0.0005298481102084069,0.001412928293889085,0.0,0.0,0.0,0.0,0.0,0.0,0.0015895443306252208,0.0,0.0005298481102084069,0.00017661603673613564,0.0,0.0,0.011656658424584953,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.00017661603673613564,0.0007064641469445425,0.0008830801836806782,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008830801836806782,0.0,0.0,0.0,0.00017661603673613564,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015895443306252206,0.00035323207347227127,0.0,0.0,0.0,0.0005298481102084069,0.0,0.00035323207347227127,0.0,0.01130342635111268,0.0,0.0,0.002472624514305899
back,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
backpack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0010596962204168139,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0026492405510420347,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.003002472624514306,0.001412928293889085,0.0,0.0,0.00035323207347227127,0.0,0.0,0.00017661603673613564,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.003355704697986577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003355704697986577,0.0,0.00035323207347227127,0.003355704697986577,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.00035323207347227127,0.003355704697986577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0005298481102084069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00035323207347227127,0.0005298481102084069,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0005298481102084069,0.0,0.0,0.0,0.00282585658777817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.00017661603673613564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017661603673613564,0.0,0.0,0.0,0.003355704697986577,0.0,0.0,0.00035323207347227127,0.0,0.0,0.0,0.0,0.0,0.0007064641469445425,0.0,0.0,0.0
