,advertisement,afro,ambulance,arm,atv,baby,baby carriage,back,backpack,bag,ball,baseball bat,baseball glove,baseball hat,belly,belt,bicycle,bicycle helmet,bike lane,biker,bikini top,billboard,bin,black,blanket,blue,board,boot,bottle,bouquet,bowling ball,box,boy,briefcase,broom,brown,building,bulletin board,bus,bus stop,business suit,businessman,camper,cane,car,car seat,cardboard,cardboard box,carry,cart,catch,chair,chase,check,chess,chessboard,child,city,city bus,city street,clean,cloth,coat,cone,construction worker,container,couple,crack,crate,cross,crosswalk,crowded,crutch,curb,curve,cycle,dart,daughter,decker bus,denim jacket,direct,dog,doll,dolly,domino,doodle,drag,drain,dress,dress shirt,drive,earphone,emergency vehicle,finish line,fire truck,flag,floor,flower,food truck,forklift,garbage truck,gasmask,girl,goal,gray,green,grocery bag,guard,hair,hand,hat,head,heel,helmet,hip,hose,ice cream cone,image,intersection,jacket,jeans,jeep,jog,jump rope,jumpsuit,karting,khaki,leak,leash,legging,leotard,license plate,limo,load,lollipop,longboard,luggage,man,manhole,manhole cover,marathon,mask,megaphone,miniature,miniskirt,minivan,mobility scooter,monocycle,moped,mother,motorbike,motorcycle,motorcyclist,mower,music,nun,office building,officer,out,overall,package,panel,pant,paper bag,paper towel,park,parking meter,pavement,peak,pedestrian,person,pet,phone,photo,pick up,picture,pigeon,pink,plaid,plastic,play,plectrum,pocket,pole,police,police car,police van,polo shirt,ponytail,poster,protest,protester,puddle,pull,purple,push,qr code,recreational vehicle,red,ride,road,robe,rocket,roller skate,rope,run,runner,sandal,satchel,school,school bus,school uniform,scooter,sea,sedan,segway,selfie,shadow,shirt,shirtless,shoe,shopping bag,shopping cart,short,shoulder bag,shovel,sign,silver,sing,sit,skate,skateboard,skateboarder,skater,sky,sleepwear,smartphone,soda,sports car,spray,sprinkler,stand,stool,stop light,stop sign,street corner,street sign,stretch,stroll,student,suit,sun hat,surfboard,suv,swab,sweatshirt,swimwear,t shirt,take,talk,tan,taxi,teething ring,tennis racket,tie,tight,toilet paper,tote bag,tour bus,tow truck,toy,toy car,traffic cone,traffic light,traffic sign,trailer truck,travel,tree,trick,tricycle,trolley,truck,turquoise,umbrella,underclothes,uniform,urban,vacuum,van,vehicle,vespa,vest,walk,wash,water,wear,wetsuit,wheelchair,wheelie,white,wig,woman,writing,yellow,zebra crossing
motorbike,0,0,0,0,2,0,9,0,0,1,0,0,0,0,0,0,16,1,4,14,0,0,0,2,0,7,0,0,0,0,0,0,3,0,0,0,5,0,1,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,2,8,1,135,0,0,0,0,0,0,0,40,0,58,101,0,0,51,0,0,0,0,0,0,0,1,0,0,0,0,0,41,1,0,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,142,0,0,0,1,0,0,1,0,0,1,0,0,5,0,1,0,0,0,123,6,16,1,0,0,1,0,1,6,1,105,0,0,146,112,1,0,0,0,0,0,0,0,0,0,0,0,6,0,23,0,11,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,4,128,147,0,0,0,0,0,0,1,0,0,0,0,140,0,6,2,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,118,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,1,4,0,0,0,1,0,0,0,0,0,4,6,0,22,0,0,0,0,1,1,2,0,20,0,0,9
motorcycle,0,0,0,0,2,0,14,0,0,1,0,0,0,0,0,0,44,1,20,49,0,0,0,4,0,8,0,0,0,0,0,0,3,0,0,0,12,0,1,0,0,0,0,0,217,0,0,0,1,0,1,0,0,0,1,1,2,39,1,257,0,0,0,0,0,0,0,59,0,143,218,0,0,74,0,0,0,0,0,0,1,1,1,0,0,0,0,62,4,0,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,263,0,0,0,3,0,0,1,1,0,1,0,0,5,0,1,0,0,0,203,20,33,1,0,0,1,0,1,6,3,107,0,146,0,129,1,0,0,0,0,0,0,0,0,0,0,0,11,0,65,0,43,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,7,184,271,0,0,0,0,0,0,1,0,0,0,0,188,0,8,3,0,0,1,1,0,3,0,1,0,0,1,2,0,0,1,1,7,0,0,0,0,0,0,11,0,7,0,0,0,215,19,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,1,6,0,1,0,1,4,0,0,0,1,0,0,1,0,1,5,6,0,78,0,0,0,0,1,1,3,0,34,0,0,19
motorcyclist,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,16,0,12,21,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,18,1,123,0,0,0,0,0,0,0,39,0,45,90,0,0,49,0,0,0,0,0,0,1,0,0,0,0,0,0,39,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,108,5,15,0,0,0,0,0,1,2,0,80,0,112,129,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,14,0,5,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,4,114,129,0,0,0,0,0,0,0,0,0,0,0,112,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,99,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,1,1,0,5,0,0,4
mower,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
music,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
nun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0
office building,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,54,0,54,0,0,0,0,0,0,0,0,0,3,54,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
officer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0,1,0,18,13,0,0,3,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,0,5,18,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,13,0,0,0,23,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,1,0,0,0,0,0,1,0,4,0,0,2
out,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
overall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
package,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,4,5,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,4,0,1,0,0,0
panel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
pant,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,5,0,0,0
paper bag,0,0,0,0,0,0,1,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,6,0,1,1,14,0,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,5,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19,0,0,1,0,0,0,2,0,9,0,0,0
paper towel,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
park,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,1,4,0,0,0,152,8,32,0,0,0,0,0,0,0,0,0,0,99,0,21,4,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,19,753,0,0,0,0,0,0,1,275,0,95,376,0,0,670,0,0,0,0,0,0,1,0,0,0,0,8,0,309,0,0,601,0,2,0,4,0,0,0,1,0,1,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,725,0,0,5,0,0,0,0,0,0,0,0,0,262,2,0,0,0,0,50,138,222,0,0,0,0,1,101,0,0,4,0,6,11,6,0,0,0,0,3,0,0,0,0,0,0,0,0,1,295,0,8,97,0,0,0,19,0,0,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,1,38,8,768,0,0,0,0,0,0,0,0,0,6,0,11,0,386,0,0,0,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,6,0,0,22,0,1,0,736,19,0,0,0,0,0,0,302,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,1,0,0,0,4,0,2,0,0,0,0,0,28,0,0,0,0,1,0,86,166,0,0,70,0,0,0,0,0,0,223,0,12,3,9,0
parking meter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pavement,0,2,31,2,0,24,72,0,19,102,1,1,4,13,1,1,67,8,10,62,1,0,0,189,5,173,1,1,0,1,1,4,99,81,15,1,816,10,43,5,22,2,0,60,3569,6,1,4,68,20,100,0,2,6,24,58,100,208,27,4226,30,1,2,2,3,1,74,229,4,3608,3734,12,3,784,0,0,3,2,0,1,2,42,2,4,2,6,10,5,173,12,930,1,0,1,0,5,6,1,5,0,0,1,286,2,1,31,6,4,2,23,1,8,4,2,2,43,2,0,3217,14,17,15,150,3,5,0,17,3,73,16,1,188,15,0,7,0,11,2331,2,4,6,2,1,0,0,160,11,3,15,4,23,65,14,3,1,2,0,20,0,1,4,2,6,19,1,295,4,0,1,1573,3614,9,32,9,11,1,2,39,1,2,8,0,1,6,15,4,1,1,9,0,1,9,75,3,9,112,1,0,108,255,4467,2,1,7,1,9,2,57,0,0,0,0,144,0,378,4,1,1,244,5,17,249,9,23,3,3,95,60,0,1,90,87,226,4,0,2,21,0,7,269,2,347,5,10,2,4278,628,2,1,0,3,1,1,536,11,9,2,1,18,4,1,27,1,1,21,5,1,8,7,0,0,2,1,47,8,0,1,0,3,0,0,16,1,40,1,2,17,3,167,190,3,3,3492,57,4,23,1,2,0,290,1,1557,1,26,283
peak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
pedestrian,0,0,2,0,0,13,58,0,2,28,0,0,0,0,0,0,68,3,17,98,0,0,0,8,0,32,0,0,0,0,0,0,6,34,6,0,53,0,4,0,15,0,0,40,1647,2,0,0,12,6,9,0,0,0,2,10,32,277,3,1995,4,0,0,0,1,0,67,21,2,2136,2062,20,3,5,0,0,0,0,0,0,1,7,0,1,0,0,1,1,40,2,80,0,0,0,0,0,0,0,1,0,0,0,44,0,0,3,2,0,0,6,0,0,0,0,0,3,0,0,1822,4,0,3,79,0,2,0,3,0,15,0,0,5,2,0,2,0,2,1380,1,1,5,2,0,0,0,33,3,4,7,1,11,43,5,0,0,0,0,5,0,0,0,0,1,5,0,8,0,1573,0,0,2135,0,7,1,0,0,1,9,0,0,0,0,0,2,3,1,0,0,1,0,0,1,9,1,1,53,0,0,37,168,2136,0,0,2,0,0,0,3,0,0,0,0,56,0,104,0,0,0,42,2,2,117,3,1,1,0,19,12,0,0,29,14,78,4,0,0,5,0,15,62,0,60,2,0,2,1784,57,0,0,1,1,0,0,135,6,1,0,0,2,0,0,9,0,0,6,0,0,1,2,0,0,0,0,0,3,0,0,0,0,3,0,0,1,17,0,0,19,0,23,7,0,0,2123,4,0,4,0,1,0,69,0,884,0,4,451
